2018-09-25 17:06:10,042 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:06:10,062 [actions:get_dgtj_echart.83] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:12:20,361 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:12:20,374 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:12:20,385 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:12:20,394 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:12:20,404 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:12:20,411 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:12:20,421 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:12:20,430 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:12:20,438 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:12:20,447 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:12:20,454 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:12:20,463 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:12:20,470 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:12:20,479 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:13:04,871 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:13:04,914 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:13:04,926 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:13:04,936 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:13:04,944 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:13:04,953 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:13:04,963 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:13:04,971 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:13:04,986 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:13:04,997 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,006 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,017 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,029 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,042 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,079 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,088 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,105 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,119 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:13:05,131 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:13:05,138 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:13:05,147 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:13:05,157 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:13:05,165 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:13:05,177 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:13:05,186 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:13:05,194 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:15:51,967 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:15:51,983 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:15:51,993 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:15:52,003 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:15:52,012 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:15:52,019 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:15:52,029 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:15:52,038 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:15:52,046 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:15:52,056 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,065 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,073 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,082 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,091 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,099 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,108 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,115 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,124 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:15:52,131 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:15:52,140 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:15:52,148 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:15:52,154 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:15:52,163 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:15:52,171 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:15:52,178 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:15:52,187 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:16:17,372 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:16:17,388 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:16:17,398 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:16:17,407 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:16:17,417 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:16:17,427 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:16:17,437 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:16:17,446 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:16:17,454 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:16:17,463 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,484 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,506 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,533 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,548 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,568 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,584 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,592 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,601 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:17,608 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:16:17,618 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:16:17,625 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:16:17,634 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:16:17,644 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:16:17,651 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:16:17,660 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:16:17,667 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:16:19,282 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:16:19,303 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:16:19,315 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:16:19,325 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:16:19,335 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:16:19,342 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:16:19,351 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:16:19,359 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:16:19,368 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:16:19,377 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,385 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,394 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,403 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,411 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,418 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,427 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,434 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,443 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:16:19,450 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:16:19,459 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:16:19,467 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:16:19,474 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:16:19,482 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:16:19,490 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:16:19,497 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:16:19,505 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:17:13,025 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:17:13,052 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:17:13,063 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:17:13,075 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:17:13,086 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:17:13,098 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:17:13,108 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:17:13,118 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:17:13,130 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:17:13,138 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,148 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,157 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,167 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
